date,truck_location,marketing_channel,customers,avg_order_value,total_sales,repeat_customers,weather
2025-03-09,Suburbia,Loyalty Program,35,6.35,222.25,15,Rainy
2025-03-09,Suburbia,Influencer Partnerships,21,15.34,322.14,10,Cloudy
2025-03-09,Suburbia,Email Newsletter,26,13.36,347.36,12,Cloudy
2025-03-09,Riverside,Instagram,11,8.71,95.81,3,Sunny
2025-03-09,Riverside,Food Delivery Apps,4,12.2,48.8,0,Sunny
2025-03-09,Riverside,Local Events,20,13.14,262.8,5,Rainy
2025-03-09,Riverside,Google My Business,22,7.78,171.16,10,Cloudy
2025-03-09,Riverside,Loyalty Program,7,13.62,95.34,2,Sunny
2025-03-09,Riverside,Influencer Partnerships,14,17.44,244.16,2,Sunny
2025-03-09,Riverside,Email Newsletter,22,11.79,259.38,4,Sunny
2025-03-10,Downtown,Instagram,12,10.01,120.12,5,Rainy
2025-03-10,Downtown,Food Delivery Apps,30,14.27,428.1,13,Rainy
2025-03-10,Downtown,Local Events,17,16.31,277.27,2,Sunny
2025-03-10,Downtown,Google My Business,7,16.39,114.73,1,Sunny
2025-03-10,Downtown,Loyalty Program,8,15.48,123.84,1,Sunny
2025-03-10,Downtown,Influencer Partnerships,24,10.9,261.6,7,Cloudy
2025-03-10,Downtown,Email Newsletter,6,13.37,80.22,2,Cloudy
2025-03-10,Uptown,Instagram,10,8.54,85.4,2,Cloudy
2025-03-10,Uptown,Food Delivery Apps,26,11.05,287.3,10,Cloudy
2025-03-10,Uptown,Local Events,23,13.23,304.29,4,Cloudy
2025-03-10,Uptown,Google My Business,28,12.75,357.0,12,Cloudy
2025-03-10,Uptown,Loyalty Program,6,13.92,83.52,1,Rainy
2025-03-10,Uptown,Influencer Partnerships,19,13.16,250.04,1,Cloudy
2025-03-10,Uptown,Email Newsletter,8,11.69,93.52,2,Cloudy
2025-03-10,Midtown,Instagram,14,19.01,266.14,2,Cloudy
2025-03-10,Midtown,Food Delivery Apps,6,12.0,72.0,2,Cloudy
2025-03-10,Midtown,Local Events,4,12.39,49.56,1,Cloudy
2025-03-10,Midtown,Google My Business,13,10.92,141.96,6,Cloudy
2025-03-10,Midtown,Loyalty Program,12,17.58,210.96,1,Sunny
2025-03-10,Midtown,Influencer Partnerships,13,11.72,152.36,2,Rainy
2025-03-10,Midtown,Email Newsletter,5,13.24,66.2,2,Sunny
2025-03-10,Suburbia,Instagram,21,9.29,195.09,9,Rainy
2025-03-10,Suburbia,Food Delivery Apps,17,5.02,85.34,3,Sunny
2025-03-10,Suburbia,Local Events,10,14.48,144.8,3,Rainy
2025-03-10,Suburbia,Google My Business,22,12.58,276.76,5,Rainy
2025-03-10,Suburbia,Loyalty Program,18,10.24,184.32,6,Rainy
2025-03-10,Suburbia,Influencer Partnerships,7,13.22,92.54,0,Rainy
2025-03-10,Suburbia,Email Newsletter,9,14.26,128.34,4,Cloudy
2025-03-10,Riverside,Instagram,15,13.84,207.6,6,Cloudy
2025-03-10,Riverside,Food Delivery Apps,22,16.05,353.1,10,Rainy
2025-03-10,Riverside,Local Events,16,13.22,211.52,7,Rainy
2025-03-10,Riverside,Google My Business,12,9.28,111.36,5,Cloudy
2025-03-10,Riverside,Loyalty Program,13,13.05,169.65,2,Sunny
2025-03-10,Riverside,Influencer Partnerships,6,9.13,54.78,2,Rainy
2025-03-10,Riverside,Email Newsletter,6,15.83,94.98,1,Rainy
2025-03-11,Downtown,Instagram,29,14.77,428.33,6,Rainy
2025-03-11,Downtown,Food Delivery Apps,21,13.12,275.52,2,Rainy
2025-03-11,Downtown,Local Events,25,12.11,302.75,11,Rainy
2025-03-11,Downtown,Google My Business,13,14.79,192.27,6,Sunny
2025-03-11,Downtown,Loyalty Program,39,15.27,595.53,12,Cloudy
2025-03-11,Downtown,Influencer Partnerships,7,13.6,95.2,2,Sunny
2025-03-11,Downtown,Email Newsletter,8,13.23,105.84,1,Sunny
2025-03-11,Uptown,Instagram,4,10.6,42.4,0,Sunny
2025-03-11,Uptown,Food Delivery Apps,10,11.42,114.2,1,Sunny
2025-03-11,Uptown,Local Events,24,14.92,358.08,7,Cloudy
2025-03-11,Uptown,Google My Business,10,12.06,120.6,1,Rainy
2025-03-11,Uptown,Loyalty Program,13,13.43,174.59,2,Rainy
2025-03-11,Uptown,Influencer Partnerships,11,11.48,126.28,3,Cloudy
2025-03-11,Uptown,Email Newsletter,25,11.96,299.0,10,Sunny
2025-03-11,Midtown,Instagram,7,9.86,69.02,0,Cloudy
2025-03-11,Midtown,Food Delivery Apps,16,10.72,171.52,2,Cloudy
2025-03-11,Midtown,Local Events,30,11.82,354.6,10,Cloudy
2025-03-11,Midtown,Google My Business,12,8.29,99.48,5,Rainy
2025-03-11,Midtown,Loyalty Program,19,13.85,263.15,4,Sunny
2025-03-11,Midtown,Influencer Partnerships,45,17.37,781.65,20,Rainy
2025-03-11,Midtown,Email Newsletter,37,12.0,444.0,15,Rainy
2025-03-11,Suburbia,Instagram,17,10.99,186.83,8,Cloudy
2025-03-11,Suburbia,Food Delivery Apps,6,9.33,55.98,2,Cloudy
2025-03-11,Suburbia,Local Events,6,14.26,85.56,1,Sunny
2025-03-11,Suburbia,Google My Business,22,12.66,278.52,8,Rainy
2025-03-11,Suburbia,Loyalty Program,26,13.44,349.44,10,Sunny
2025-03-11,Suburbia,Influencer Partnerships,7,14.37,100.59,3,Rainy
2025-03-11,Suburbia,Email Newsletter,31,7.18,222.58,7,Sunny
2025-03-11,Riverside,Instagram,27,13.53,365.31,13,Cloudy
2025-03-11,Riverside,Food Delivery Apps,20,16.63,332.6,7,Cloudy
2025-03-11,Riverside,Local Events,20,9.09,181.8,7,Cloudy
2025-03-11,Riverside,Google My Business,14,7.93,111.02,4,Rainy
2025-03-11,Riverside,Loyalty Program,23,6.64,152.72,5,Rainy
2025-03-11,Riverside,Influencer Partnerships,25,13.5,337.5,7,Cloudy
2025-03-11,Riverside,Email Newsletter,5,18.02,90.1,1,Sunny
2025-03-12,Downtown,Instagram,18,14.05,252.9,7,Cloudy
2025-03-12,Downtown,Food Delivery Apps,5,10.5,52.5,1,Rainy
2025-03-12,Downtown,Local Events,15,6.68,100.2,6,Rainy
2025-03-12,Downtown,Google My Business,21,11.66,244.86,8,Cloudy
2025-03-12,Downtown,Loyalty Program,7,11.28,78.96,1,Cloudy
2025-03-12,Downtown,Influencer Partnerships,20,11.77,235.4,6,Rainy
2025-03-12,Downtown,Email Newsletter,11,9.0,99.0,1,Sunny
2025-03-12,Uptown,Instagram,28,18.07,505.96,3,Cloudy
2025-03-12,Uptown,Food Delivery Apps,6,14.85,89.1,1,Cloudy
2025-03-12,Uptown,Local Events,9,15.27,137.43,1,Cloudy
2025-03-12,Uptown,Google My Business,44,11.64,512.16,6,Cloudy
2025-03-12,Uptown,Loyalty Program,7,15.37,107.59,1,Cloudy
2025-03-12,Uptown,Influencer Partnerships,20,12.4,248.0,6,Rainy
2025-03-12,Uptown,Email Newsletter,26,13.35,347.1,7,Sunny
2025-03-12,Midtown,Instagram,7,9.67,67.69,3,Sunny
2025-03-12,Midtown,Food Delivery Apps,21,14.47,303.87,6,Rainy
2025-03-12,Midtown,Local Events,18,11.14,200.52,8,Cloudy
2025-03-12,Midtown,Google My Business,13,17.1,222.3,5,Rainy
2025-03-12,Midtown,Loyalty Program,25,12.11,302.75,10,Rainy
2025-03-12,Midtown,Influencer Partnerships,25,10.09,252.25,9,Sunny
2025-03-12,Midtown,Email Newsletter,9,8.84,79.56,2,Cloudy
2025-03-12,Suburbia,Instagram,8,11.63,93.04,1,Cloudy
2025-03-12,Suburbia,Food Delivery Apps,28,15.3,428.4,9,Cloudy
2025-03-12,Suburbia,Local Events,32,12.99,415.68,8,Rainy
2025-03-12,Suburbia,Google My Business,18,13.63,245.34,3,Sunny
2025-03-12,Suburbia,Loyalty Program,25,13.97,349.25,4,Sunny
2025-03-12,Suburbia,Influencer Partnerships,4,18.17,72.68,0,Cloudy
2025-03-12,Suburbia,Email Newsletter,29,12.53,363.37,5,Rainy
2025-03-12,Riverside,Instagram,17,11.58,196.86,3,Sunny
2025-03-12,Riverside,Food Delivery Apps,24,11.46,275.04,6,Rainy
2025-03-12,Riverside,Local Events,25,14.71,367.75,3,Sunny
2025-03-12,Riverside,Google My Business,4,15.28,61.12,0,Sunny
2025-03-12,Riverside,Loyalty Program,12,7.19,86.28,2,Sunny
2025-03-12,Riverside,Influencer Partnerships,8,8.81,70.48,1,Sunny
2025-03-12,Riverside,Email Newsletter,13,13.16,171.08,3,Sunny
2025-03-13,Downtown,Instagram,15,12.61,189.15,2,Rainy
2025-03-13,Downtown,Food Delivery Apps,7,11.03,77.21,1,Cloudy
2025-03-13,Downtown,Local Events,15,9.11,136.65,3,Cloudy
2025-03-13,Downtown,Google My Business,14,15.22,213.08,1,Cloudy
2025-03-13,Downtown,Loyalty Program,28,13.72,384.16,8,Sunny
2025-03-13,Downtown,Influencer Partnerships,35,13.88,485.8,7,Sunny
2025-03-13,Downtown,Email Newsletter,13,15.24,198.12,2,Cloudy
2025-03-13,Uptown,Instagram,25,8.23,205.75,2,Rainy
2025-03-13,Uptown,Food Delivery Apps,24,9.58,229.92,8,Sunny
2025-03-13,Uptown,Local Events,20,12.27,245.4,2,Rainy
2025-03-13,Uptown,Google My Business,26,10.95,284.7,2,Cloudy
2025-03-13,Uptown,Loyalty Program,20,16.65,333.0,6,Sunny
2025-03-13,Uptown,Influencer Partnerships,10,13.26,132.6,3,Rainy
2025-03-13,Uptown,Email Newsletter,31,12.66,392.46,11,Sunny
2025-03-13,Midtown,Instagram,8,14.38,115.04,3,Sunny
2025-03-13,Midtown,Food Delivery Apps,20,9.92,198.4,9,Sunny
2025-03-13,Midtown,Local Events,15,12.79,191.85,6,Rainy
2025-03-13,Midtown,Google My Business,38,11.14,423.32,13,Sunny
2025-03-13,Midtown,Loyalty Program,10,17.66,176.6,2,Rainy
2025-03-13,Midtown,Influencer Partnerships,8,9.17,73.36,3,Rainy
2025-03-13,Midtown,Email Newsletter,11,7.46,82.06,5,Cloudy
2025-03-13,Suburbia,Instagram,32,13.94,446.08,7,Cloudy
2025-03-13,Suburbia,Food Delivery Apps,19,12.42,235.98,2,Sunny
2025-03-13,Suburbia,Local Events,33,14.32,472.56,11,Rainy
2025-03-13,Suburbia,Google My Business,5,11.66,58.3,1,Cloudy
2025-03-13,Suburbia,Loyalty Program,6,10.32,61.92,1,Rainy
2025-03-13,Suburbia,Influencer Partnerships,7,12.05,84.35,3,Rainy
2025-03-13,Suburbia,Email Newsletter,34,13.05,443.7,8,Sunny
2025-03-13,Riverside,Instagram,15,11.4,171.0,3,Cloudy
2025-03-13,Riverside,Food Delivery Apps,23,10.95,251.85,6,Cloudy
2025-03-13,Riverside,Local Events,34,12.58,427.72,16,Rainy
2025-03-13,Riverside,Google My Business,29,10.87,315.23,4,Cloudy
2025-03-13,Riverside,Loyalty Program,18,8.37,150.66,8,Cloudy
2025-03-13,Riverside,Influencer Partnerships,15,12.44,186.6,3,Cloudy
2025-03-13,Riverside,Email Newsletter,12,8.09,97.08,5,Sunny
2025-03-14,Downtown,Instagram,18,17.14,308.52,2,Cloudy
2025-03-14,Downtown,Food Delivery Apps,28,12.3,344.4,12,Rainy
2025-03-14,Downtown,Local Events,21,8.82,185.22,4,Cloudy
2025-03-14,Downtown,Google My Business,22,13.64,300.08,6,Sunny
2025-03-14,Downtown,Loyalty Program,5,11.14,55.7,1,Rainy
2025-03-14,Downtown,Influencer Partnerships,26,14.46,375.96,9,Cloudy
2025-03-14,Downtown,Email Newsletter,13,11.93,155.09,2,Rainy
2025-03-14,Uptown,Instagram,28,16.31,456.68,4,Rainy
2025-03-14,Uptown,Food Delivery Apps,22,11.25,247.5,5,Cloudy
2025-03-14,Uptown,Local Events,20,15.28,305.6,5,Sunny
2025-03-14,Uptown,Google My Business,19,13.55,257.45,2,Sunny
2025-03-14,Uptown,Loyalty Program,19,8.81,167.39,5,Cloudy
2025-03-14,Uptown,Influencer Partnerships,21,15.21,319.41,9,Cloudy
2025-03-14,Uptown,Email Newsletter,16,10.19,163.04,4,Cloudy
2025-03-14,Midtown,Instagram,28,13.92,389.76,10,Rainy
2025-03-14,Midtown,Food Delivery Apps,25,15.23,380.75,5,Cloudy
2025-03-14,Midtown,Local Events,10,15.5,155.0,2,Sunny
2025-03-14,Midtown,Google My Business,19,12.44,236.36,5,Sunny
2025-03-14,Midtown,Loyalty Program,7,15.05,105.35,1,Rainy
2025-03-14,Midtown,Influencer Partnerships,14,17.31,242.34,5,Rainy
2025-03-14,Midtown,Email Newsletter,17,14.76,250.92,5,Rainy
2025-03-14,Suburbia,Instagram,14,14.85,207.9,6,Rainy
2025-03-14,Suburbia,Food Delivery Apps,6,18.57,111.42,1,Rainy
2025-03-14,Suburbia,Local Events,20,14.66,293.2,2,Cloudy
2025-03-14,Suburbia,Google My Business,16,10.97,175.52,7,Cloudy
2025-03-14,Suburbia,Loyalty Program,17,16.78,285.26,6,Cloudy
2025-03-14,Suburbia,Influencer Partnerships,22,15.79,347.38,3,Sunny
2025-03-14,Suburbia,Email Newsletter,28,11.22,314.16,4,Rainy
2025-03-14,Riverside,Instagram,20,8.75,175.0,7,Sunny
2025-03-14,Riverside,Food Delivery Apps,15,11.02,165.3,6,Rainy
2025-03-14,Riverside,Local Events,27,7.29,196.83,3,Sunny
2025-03-14,Riverside,Google My Business,25,11.86,296.5,8,Rainy
2025-03-14,Riverside,Loyalty Program,22,15.93,350.46,3,Cloudy
2025-03-14,Riverside,Influencer Partnerships,24,7.77,186.48,11,Cloudy
2025-03-14,Riverside,Email Newsletter,27,14.81,399.87,12,Cloudy
2025-03-15,Downtown,Instagram,19,12.61,239.59,3,Rainy
2025-03-15,Downtown,Food Delivery Apps,24,14.91,357.84,8,Sunny
2025-03-15,Downtown,Local Events,18,11.62,209.16,2,Sunny
2025-03-15,Downtown,Google My Business,19,9.65,183.35,9,Sunny
2025-03-15,Downtown,Loyalty Program,24,12.87,308.88,7,Cloudy
2025-03-15,Downtown,Influencer Partnerships,29,12.79,370.91,9,Rainy
2025-03-15,Downtown,Email Newsletter,33,17.17,566.61,10,Sunny
2025-03-15,Uptown,Instagram,33,14.66,483.78,7,Cloudy
2025-03-15,Uptown,Food Delivery Apps,20,12.02,240.4,8,Sunny
2025-03-15,Uptown,Local Events,17,16.28,276.76,6,Cloudy
2025-03-15,Uptown,Google My Business,9,12.66,113.94,2,Rainy
2025-03-15,Uptown,Loyalty Program,15,14.72,220.8,4,Cloudy
2025-03-15,Uptown,Influencer Partnerships,29,15.04,436.16,10,Cloudy
2025-03-15,Uptown,Email Newsletter,18,10.98,197.64,3,Cloudy
2025-03-15,Midtown,Instagram,22,14.94,328.68,10,Cloudy
2025-03-15,Midtown,Food Delivery Apps,13,7.22,93.86,5,Sunny
2025-03-15,Midtown,Local Events,16,13.95,223.2,4,Sunny
2025-03-15,Midtown,Google My Business,21,6.9,144.9,5,Rainy
2025-03-15,Midtown,Loyalty Program,21,6.54,137.34,4,Rainy
2025-03-15,Midtown,Influencer Partnerships,8,11.59,92.72,3,Cloudy
2025-03-15,Midtown,Email Newsletter,10,16.42,164.2,4,Rainy
2025-03-15,Suburbia,Instagram,8,12.58,100.64,2,Rainy
2025-03-15,Suburbia,Food Delivery Apps,20,12.9,258.0,5,Rainy
2025-03-15,Suburbia,Local Events,19,14.96,284.24,8,Cloudy
2025-03-15,Suburbia,Google My Business,5,17.63,88.15,1,Sunny
2025-03-15,Suburbia,Loyalty Program,9,13.1,117.9,1,Sunny
2025-03-15,Suburbia,Influencer Partnerships,19,13.88,263.72,6,Cloudy
2025-03-15,Suburbia,Email Newsletter,22,12.04,264.88,2,Cloudy
2025-03-15,Riverside,Instagram,7,15.38,107.66,2,Cloudy
2025-03-15,Riverside,Food Delivery Apps,21,9.29,195.09,3,Sunny
2025-03-15,Riverside,Local Events,19,11.82,224.58,7,Sunny
2025-03-15,Riverside,Google My Business,25,10.94,273.5,3,Cloudy
2025-03-15,Riverside,Loyalty Program,21,12.52,262.92,8,Sunny
2025-03-15,Riverside,Influencer Partnerships,16,13.32,213.12,3,Rainy
2025-03-15,Riverside,Email Newsletter,10,11.38,113.8,2,Sunny
2025-03-16,Downtown,Instagram,13,6.72,87.36,1,Cloudy
2025-03-16,Downtown,Food Delivery Apps,15,14.68,220.2,6,Sunny
2025-03-16,Downtown,Local Events,23,11.46,263.58,3,Sunny
2025-03-16,Downtown,Google My Business,19,9.97,189.43,4,Sunny
2025-03-16,Downtown,Loyalty Program,13,16.47,214.11,3,Rainy
2025-03-16,Downtown,Influencer Partnerships,16,10.84,173.44,5,Rainy
2025-03-16,Downtown,Email Newsletter,14,12.72,178.08,4,Cloudy
2025-03-16,Uptown,Instagram,14,10.81,151.34,5,Cloudy
2025-03-16,Uptown,Food Delivery Apps,14,11.65,163.1,5,Sunny
2025-03-16,Uptown,Local Events,9,17.2,154.8,1,Rainy
2025-03-16,Uptown,Google My Business,13,17.54,228.02,4,Rainy
2025-03-16,Uptown,Loyalty Program,9,12.49,112.41,1,Sunny
2025-03-16,Uptown,Influencer Partnerships,12,8.17,98.04,1,Rainy
2025-03-16,Uptown,Email Newsletter,11,12.56,138.16,4,Sunny
2025-03-16,Midtown,Instagram,26,14.29,371.54,5,Sunny
2025-03-16,Midtown,Food Delivery Apps,31,9.57,296.67,12,Rainy
2025-03-16,Midtown,Local Events,7,15.6,109.2,2,Sunny
2025-03-16,Midtown,Google My Business,25,8.57,214.25,11,Cloudy
2025-03-16,Midtown,Loyalty Program,15,10.81,162.15,6,Sunny
2025-03-16,Midtown,Influencer Partnerships,5,5.52,27.6,1,Cloudy
2025-03-16,Midtown,Email Newsletter,15,12.3,184.5,6,Rainy
2025-03-16,Suburbia,Instagram,17,5.83,99.11,7,Sunny
2025-03-16,Suburbia,Food Delivery Apps,6,11.41,68.46,2,Sunny
2025-03-16,Suburbia,Local Events,21,11.79,247.59,7,Cloudy
2025-03-16,Suburbia,Google My Business,19,10.7,203.3,4,Rainy
2025-03-16,Suburbia,Loyalty Program,23,11.83,272.09,5,Rainy
2025-03-16,Suburbia,Influencer Partnerships,15,13.31,199.65,3,Cloudy
2025-03-16,Suburbia,Email Newsletter,14,9.42,131.88,3,Rainy
2025-03-16,Riverside,Instagram,8,13.26,106.08,3,Cloudy
2025-03-16,Riverside,Food Delivery Apps,26,8.56,222.56,6,Cloudy
2025-03-16,Riverside,Local Events,30,14.82,444.6,13,Sunny
2025-03-16,Riverside,Google My Business,13,15.02,195.26,5,Cloudy
2025-03-16,Riverside,Loyalty Program,3,19.82,59.46,0,Sunny
2025-03-16,Riverside,Influencer Partnerships,9,13.4,120.6,2,Rainy
2025-03-16,Riverside,Email Newsletter,8,9.67,77.36,3,Sunny
2025-03-17,Downtown,Instagram,31,9.72,301.32,11,Sunny
2025-03-17,Downtown,Food Delivery Apps,16,12.56,200.96,5,Rainy
2025-03-17,Downtown,Local Events,7,8.06,56.42,1,Sunny
2025-03-17,Downtown,Google My Business,14,4.88,68.32,4,Rainy
2025-03-17,Downtown,Loyalty Program,22,16.89,371.58,2,Sunny
2025-03-17,Downtown,Influencer Partnerships,13,10.84,140.92,1,Rainy
2025-03-17,Downtown,Email Newsletter,16,13.94,223.04,7,Rainy
2025-03-17,Uptown,Instagram,27,13.12,354.24,3,Sunny
2025-03-17,Uptown,Food Delivery Apps,17,6.97,118.49,6,Sunny
2025-03-17,Uptown,Local Events,26,10.12,263.12,7,Sunny
2025-03-17,Uptown,Google My Business,20,17.91,358.2,9,Sunny
2025-03-17,Uptown,Loyalty Program,3,15.98,47.94,1,Rainy
2025-03-17,Uptown,Influencer Partnerships,10,11.17,111.7,1,Cloudy
2025-03-17,Uptown,Email Newsletter,26,20.14,523.64,11,Cloudy
2025-03-17,Midtown,Instagram,7,17.64,123.48,0,Rainy
2025-03-17,Midtown,Food Delivery Apps,8,13.85,110.8,3,Cloudy
2025-03-17,Midtown,Local Events,26,8.96,232.96,7,Sunny
2025-03-17,Midtown,Google My Business,10,11.52,115.2,4,Rainy
2025-03-17,Midtown,Loyalty Program,27,12.38,334.26,13,Rainy
2025-03-17,Midtown,Influencer Partnerships,3,10.56,31.68,0,Cloudy
2025-03-17,Midtown,Email Newsletter,18,15.04,270.72,7,Rainy
2025-03-17,Suburbia,Instagram,12,8.45,101.4,1,Rainy
2025-03-17,Suburbia,Food Delivery Apps,19,14.27,271.13,4,Cloudy
2025-03-17,Suburbia,Local Events,24,8.62,206.88,11,Rainy
2025-03-17,Suburbia,Google My Business,37,16.56,612.72,17,Sunny
2025-03-17,Suburbia,Loyalty Program,17,15.1,256.7,7,Sunny
2025-03-17,Suburbia,Influencer Partnerships,19,15.71,298.49,7,Rainy
2025-03-17,Suburbia,Email Newsletter,27,13.13,354.51,5,Sunny
2025-03-17,Riverside,Instagram,15,12.95,194.25,7,Sunny
2025-03-17,Riverside,Food Delivery Apps,30,17.13,513.9,3,Sunny
2025-03-17,Riverside,Local Events,21,8.94,187.74,9,Sunny
2025-03-17,Riverside,Google My Business,27,14.78,399.06,9,Sunny
2025-03-17,Riverside,Loyalty Program,34,10.14,344.76,4,Cloudy
2025-03-17,Riverside,Influencer Partnerships,28,18.61,521.08,4,Sunny
2025-03-17,Riverside,Email Newsletter,17,14.76,250.92,5,Rainy
2025-03-18,Downtown,Instagram,23,11.82,271.86,3,Cloudy
2025-03-18,Downtown,Food Delivery Apps,12,7.31,87.72,2,Sunny
2025-03-18,Downtown,Local Events,27,8.05,217.35,9,Cloudy
2025-03-18,Downtown,Google My Business,10,13.55,135.5,3,Rainy
2025-03-18,Downtown,Loyalty Program,28,14.65,410.2,3,Cloudy
2025-03-18,Downtown,Influencer Partnerships,7,11.49,80.43,3,Sunny
2025-03-18,Downtown,Email Newsletter,2,13.89,27.78,0,Rainy
2025-03-18,Uptown,Instagram,8,9.0,72.0,0,Sunny
2025-03-18,Uptown,Food Delivery Apps,25,11.83,295.75,11,Rainy
2025-03-18,Uptown,Local Events,17,7.56,128.52,7,Sunny
2025-03-18,Uptown,Google My Business,8,12.37,98.96,3,Rainy
2025-03-18,Uptown,Loyalty Program,9,12.72,114.48,2,Rainy
2025-03-18,Uptown,Influencer Partnerships,28,16.03,448.84,5,Sunny
2025-03-18,Uptown,Email Newsletter,14,9.13,127.82,1,Rainy
2025-03-18,Midtown,Instagram,16,13.21,211.36,5,Cloudy
2025-03-18,Midtown,Food Delivery Apps,17,12.67,215.39,2,Cloudy
2025-03-18,Midtown,Local Events,23,12.27,282.21,7,Sunny
2025-03-18,Midtown,Google My Business,8,12.74,101.92,3,Sunny
2025-03-18,Midtown,Loyalty Program,4,14.04,56.16,0,Cloudy
2025-03-18,Midtown,Influencer Partnerships,20,18.27,365.4,4,Rainy
2025-03-18,Midtown,Email Newsletter,19,13.28,252.32,7,Cloudy
2025-03-18,Suburbia,Instagram,34,14.9,506.6,13,Sunny
2025-03-18,Suburbia,Food Delivery Apps,7,8.57,59.99,2,Sunny
2025-03-18,Suburbia,Local Events,6,13.94,83.64,1,Sunny
2025-03-18,Suburbia,Google My Business,21,7.37,154.77,8,Rainy
2025-03-18,Suburbia,Loyalty Program,9,8.19,73.71,1,Cloudy
2025-03-18,Suburbia,Influencer Partnerships,18,13.04,234.72,7,Cloudy
2025-03-18,Suburbia,Email Newsletter,28,13.95,390.6,8,Cloudy
2025-03-18,Riverside,Instagram,22,13.43,295.46,8,Sunny
2025-03-18,Riverside,Food Delivery Apps,16,13.16,210.56,1,Cloudy
2025-03-18,Riverside,Local Events,9,12.86,115.74,1,Sunny
2025-03-18,Riverside,Google My Business,21,16.07,337.47,6,Cloudy
2025-03-18,Riverside,Loyalty Program,19,14.51,275.69,2,Cloudy
2025-03-18,Riverside,Influencer Partnerships,14,13.26,185.64,2,Rainy
2025-03-18,Riverside,Email Newsletter,22,7.89,173.58,4,Cloudy
2025-03-19,Downtown,Instagram,29,17.77,515.33,10,Sunny
2025-03-19,Downtown,Food Delivery Apps,5,11.95,59.75,2,Sunny
2025-03-19,Downtown,Local Events,27,10.92,294.84,11,Rainy
2025-03-19,Downtown,Google My Business,4,12.02,48.08,1,Sunny
2025-03-19,Downtown,Loyalty Program,11,8.93,98.23,3,Cloudy
2025-03-19,Downtown,Influencer Partnerships,16,11.11,177.76,2,Cloudy
2025-03-19,Downtown,Email Newsletter,32,8.59,274.88,11,Rainy
2025-03-19,Uptown,Instagram,19,10.16,193.04,4,Cloudy
2025-03-19,Uptown,Food Delivery Apps,13,14.43,187.59,2,Rainy
2025-03-19,Uptown,Local Events,21,14.16,297.36,6,Cloudy
2025-03-19,Uptown,Google My Business,28,18.19,509.32,6,Sunny
2025-03-19,Uptown,Loyalty Program,33,17.98,593.34,16,Rainy
2025-03-19,Uptown,Influencer Partnerships,14,13.75,192.5,3,Cloudy
2025-03-19,Uptown,Email Newsletter,13,11.74,152.62,3,Sunny
2025-03-19,Midtown,Instagram,24,17.36,416.64,4,Cloudy
2025-03-19,Midtown,Food Delivery Apps,5,14.77,73.85,0,Sunny
2025-03-19,Midtown,Local Events,16,10.32,165.12,4,Rainy
2025-03-19,Midtown,Google My Business,13,12.42,161.46,3,Sunny
2025-03-19,Midtown,Loyalty Program,30,9.52,285.6,9,Rainy
2025-03-19,Midtown,Influencer Partnerships,24,10.75,258.0,8,Rainy
2025-03-19,Midtown,Email Newsletter,31,15.31,474.61,13,Rainy
2025-03-19,Suburbia,Instagram,27,11.6,313.2,12,Sunny
2025-03-19,Suburbia,Food Delivery Apps,20,11.21,224.2,6,Cloudy
2025-03-19,Suburbia,Local Events,13,16.04,208.52,4,Rainy
2025-03-19,Suburbia,Google My Business,29,12.7,368.3,6,Rainy
2025-03-19,Suburbia,Loyalty Program,17,6.74,114.58,2,Sunny
2025-03-19,Suburbia,Influencer Partnerships,19,7.73,146.87,2,Rainy
2025-03-19,Suburbia,Email Newsletter,39,10.42,406.38,15,Sunny
2025-03-19,Riverside,Instagram,19,16.37,311.03,7,Cloudy
2025-03-19,Riverside,Food Delivery Apps,17,12.41,210.97,6,Rainy
2025-03-19,Riverside,Local Events,23,10.54,242.42,9,Cloudy
2025-03-19,Riverside,Google My Business,13,14.35,186.55,1,Rainy
2025-03-19,Riverside,Loyalty Program,16,16.17,258.72,4,Sunny
2025-03-19,Riverside,Influencer Partnerships,7,13.84,96.88,0,Rainy
2025-03-19,Riverside,Email Newsletter,6,7.13,42.78,2,Rainy
2025-03-20,Downtown,Instagram,21,10.41,218.61,2,Cloudy
2025-03-20,Downtown,Food Delivery Apps,15,8.45,126.75,1,Sunny
2025-03-20,Downtown,Local Events,32,17.35,555.2,8,Cloudy
2025-03-20,Downtown,Google My Business,12,8.91,106.92,2,Sunny
2025-03-20,Downtown,Loyalty Program,14,11.27,157.78,2,Cloudy
2025-03-20,Downtown,Influencer Partnerships,5,13.62,68.1,1,Rainy
2025-03-20,Downtown,Email Newsletter,11,11.25,123.75,1,Rainy
2025-03-20,Uptown,Instagram,27,11.64,314.28,6,Cloudy
2025-03-20,Uptown,Food Delivery Apps,19,13.43,255.17,6,Sunny
2025-03-20,Uptown,Local Events,5,13.67,68.35,1,Cloudy
2025-03-20,Uptown,Google My Business,16,13.27,212.32,5,Rainy
2025-03-20,Uptown,Loyalty Program,26,11.55,300.3,12,Sunny
2025-03-20,Uptown,Influencer Partnerships,27,11.92,321.84,6,Cloudy
2025-03-20,Uptown,Email Newsletter,10,13.92,139.2,1,Sunny
2025-03-20,Midtown,Instagram,22,11.93,262.46,4,Rainy
2025-03-20,Midtown,Food Delivery Apps,31,13.35,413.85,3,Sunny
2025-03-20,Midtown,Local Events,6,11.44,68.64,1,Cloudy
